title,year_text,price,mileage,Գին_USD,Տարեթիվ,Վազք,Մակնիշ,Մեքենայի_տարիք
Tesla Model 3,2024,$ 12 700,11051 մղոն,12700.0,2024.0,11051.0,Tesla,1.0
BMW 320,2017,$ 16 500,80000 մղոն,16500.0,2017.0,80000.0,BMW,8.0
VAZ (Lada) NIVA Legend,2021,$ 10 500,30000 կմ,10500.0,2021.0,30000.0,VAZ,4.0
Kia Forte,2020,$ 3 000,87358 մղոն,3000.0,2020.0,87358.0,Kia,5.0
Jeep Renegade,2021,$ 3 000,84588 մղոն,3000.0,2021.0,84588.0,Jeep,4.0
Jeep Wagoner,2025,$ 28 500,99 մղոն,28500.0,2025.0,99.0,Jeep,0.0
Fisker Ocean One,2023,$ 9 000,12437 մղոն,9000.0,2023.0,12437.0,Fisker,2.0
Chevrolet Equinox,2025,$ 8 000,6716 մղոն,8000.0,2025.0,6716.0,Chevrolet,0.0
Hyundai Santa Cruz,2024,$ 9 200,19928 մղոն,9200.0,2024.0,19928.0,Hyundai,1.0
Toyota Corolla,2021,$ 6 000,99163 մղոն,6000.0,2021.0,99163.0,Toyota,4.0
Hyundai Santa Cruz,2024,$ 9 300,11821 մղոն,9300.0,2024.0,11821.0,Hyundai,1.0
Hyundai Elantra,2020,$ 3 700,104478 մղոն,3700.0,2020.0,104478.0,Hyundai,5.0
Toyota Corolla,2021,$ 6 500,63014 մղոն,6500.0,2021.0,63014.0,Toyota,4.0
Toyota Corolla,2021,$ 6 000,63626 մղոն,6000.0,2021.0,63626.0,Toyota,4.0
Fisker Ocean One,2023,$ 15 500,8189 մղոն,15500.0,2023.0,8189.0,Fisker,2.0
Chevrolet Silverado,2020,$ 13 000,106407 մղոն,13000.0,2020.0,106407.0,Chevrolet,5.0
Ram 2500,2024,$ 19 000,14259 մղոն,19000.0,2024.0,14259.0,Ram,1.0
Hyundai Santa Cruz,2022,$ 7 700,64281 մղոն,7700.0,2022.0,64281.0,Hyundai,3.0
Toyota Camry,2019,$ 8 000,83226 մղոն,8000.0,2019.0,83226.0,Toyota,6.0
Chevrolet Volt,2018,$ 3 900,111531 մղոն,3900.0,2018.0,111531.0,Chevrolet,7.0
Mercedes-Benz E 200,2024,€ 99 000,50 կմ,247.5,2024.0,50.0,Mercedes-Benz,1.0
Audi Q8,2022,€ 71 000,69500 կմ,177.5,2022.0,69500.0,Audi,3.0
Ford Fusion,2020,$ 3 200,93497 մղոն,3200.0,2020.0,93497.0,Ford,5.0
Audi SQ8,2021,€ 85 300,58500 կմ,213.25,2021.0,58500.0,Audi,4.0
Honda Fit,2020,$ 3 000,142800 կմ,3000.0,2020.0,142800.0,Honda,5.0
Kia Forte,2019,$ 3 300,87682 կմ,3300.0,2019.0,87682.0,Kia,6.0
BMW X5 M,2024,€ 188 000,10900 կմ,470.0,2024.0,10900.0,BMW,1.0
Mazda 3,2020,$ 4 500,62769 մղոն,4500.0,2020.0,62769.0,Mazda,5.0
Ford Fusion,2019,$ 3 000,116291 մղոն,3000.0,2019.0,116291.0,Ford,6.0
Mercedes-Benz EQG,2024,€ 202 000,50 կմ,505.0,2024.0,50.0,Mercedes-Benz,1.0
Kia Sportage,2023,$ 10 300,74266 մղոն,10300.0,2023.0,74266.0,Kia,2.0
BMW i7,2023,€ 102 000,5950 կմ,255.0,2023.0,5950.0,BMW,2.0
Audi Q8 e-tron,2023,€ 72 500,50 կմ,181.25,2023.0,50.0,Audi,2.0
Porsche Macan,2024,€ 106 000,50 կմ,265.0,2024.0,50.0,Porsche,1.0
BMW X6,2022,€ 102 500,49200 կմ,256.25,2022.0,49200.0,BMW,3.0
Nissan Sentra,2018,$ 8 800,160000 մղոն,8800.0,2018.0,160000.0,Nissan,7.0
Mercedes-Benz GL 450,2007,$ 15 500,130000 մղոն,15500.0,2007.0,130000.0,Mercedes-Benz,18.0
Mercedes-Benz GLC 43 AMG,2023,$ 27 000,23127 մղոն,27000.0,2023.0,23127.0,Mercedes-Benz,2.0
Kia Forte,2022,$ 18 500,32000 մղոն,18500.0,2022.0,32000.0,Kia,3.0
Mercedes-Benz E 55 AMG,2023,€ 110 000,19800 կմ,275.0,2023.0,19800.0,Mercedes-Benz,2.0
Chevrolet Malibu,2024,$ 7 000,31818 մղոն,7000.0,2024.0,31818.0,Chevrolet,1.0
BMW 745,2020,€ 77 000,39015 կմ,192.5,2020.0,39015.0,BMW,5.0
Mazda 3,2018,$ 12 000,126000 կմ,12000.0,2018.0,126000.0,Mazda,7.0
BMW 650,2013,$ 32 000,1000 կմ,32000.0,2013.0,1000.0,BMW,12.0
Lexus ES 350,2021,$ 59 000,25175 կմ,59000.0,2021.0,25175.0,Lexus,4.0
Kia K5,2022,$ 6 500,35438 մղոն,6500.0,2022.0,35438.0,Kia,3.0
Toyota Camry,2020,$ 5 600,67131 մղոն,5600.0,2020.0,67131.0,Toyota,5.0
Mazda CX 30,2024,$ 7 500,110180 մղոն,7500.0,2024.0,110180.0,Mazda,1.0
Audi A7,2021,$ 25 000,60480 մղոն,25000.0,2021.0,60480.0,Audi,4.0
Nissan Rogue,2020,$ 4 000,75885 մղոն,4000.0,2020.0,75885.0,Nissan,5.0
Hyundai Tucson,2020,$ 6 000,64725 մղոն,6000.0,2020.0,64725.0,Hyundai,5.0
Kia Optima,2019,$ 3 000,77170 մղոն,3000.0,2019.0,77170.0,Kia,6.0
Hyundai Elantra,2019,$ 2 800,107000 մղոն,2800.0,2019.0,107000.0,Hyundai,6.0
Dodge Grand Caravan,2019,$ 3 500,114042 մղոն,3500.0,2019.0,114042.0,Dodge,6.0
Kia Forte,2024,$ 7 200,18797 մղոն,7200.0,2024.0,18797.0,Kia,1.0
Mitsubishi Outlander,2023,$ 9 000,23649 մղոն,9000.0,2023.0,23649.0,Mitsubishi,2.0
Cadillac CT6,2020,$ 10 500,66997 մղոն,10500.0,2020.0,66997.0,Cadillac,5.0
Mitsubishi Outlander,2023,$ 8 500,26703 մղոն,8500.0,2023.0,26703.0,Mitsubishi,2.0
Kia Sportage,2020,$ 5 000,89234 մղոն,5000.0,2020.0,89234.0,Kia,5.0
Toyota Rav 4,2025,$ 23 000,1548 մղոն,23000.0,2025.0,1548.0,Toyota,0.0
Toyota Rav 4,2022,$ 9 000,31330 մղոն,9000.0,2022.0,31330.0,Toyota,3.0
Hyundai Santa Cruz,2024,$ 9 500,24839 մղոն,9500.0,2024.0,24839.0,Hyundai,1.0
BMW 330,2020,$ 15 000,48065 մղոն,15000.0,2020.0,48065.0,BMW,5.0
Jaguar I-Pace,2024,$ 25 000,19444 մղոն,25000.0,2024.0,19444.0,Jaguar,1.0
Chevrolet Cruze,2017,$ 9 500,140000 կմ,9500.0,2017.0,140000.0,Chevrolet,8.0
Nissan Sentra,2019,$ 2 000,93333 մղոն,2000.0,2019.0,93333.0,Nissan,6.0
Tesla Model 3,2021,$ 5 700,55581 մղոն,5700.0,2021.0,55581.0,Tesla,4.0
Nissan Kicks,2022,$ 3 600,19909 մղոն,3600.0,2022.0,19909.0,Nissan,3.0
Jeep Renegade,2021,$ 3 300,51884 մղոն,3300.0,2021.0,51884.0,Jeep,4.0
Nissan Kicks,2023,$ 3 400,57949 մղոն,3400.0,2023.0,57949.0,Nissan,2.0
Jeep Renegade,2019,$ 2 500,42166 մղոն,2500.0,2019.0,42166.0,Jeep,6.0
Volkswagen E-Golf,2019,$ 5 000,19428 մղոն,5000.0,2019.0,19428.0,Volkswagen,6.0
Ford Escort,2024,$ 7 000,18369 մղոն,7000.0,2024.0,18369.0,Ford,1.0
Mercedes-Benz GLC 200,2022,€ 70 000,16300 կմ,175.0,2022.0,16300.0,Mercedes-Benz,3.0
Mitsubishi Outlander,2022,$ 10 000,33820 մղոն,10000.0,2022.0,33820.0,Mitsubishi,3.0
Kia Forte,2023,$ 6 000,29736 մղոն,6000.0,2023.0,29736.0,Kia,2.0
Mitsubishi Outlander,2020,$ 7 000,69061 մղոն,7000.0,2020.0,69061.0,Mitsubishi,5.0
Nissan Sentra,2021,$ 5 000,27049 մղոն,5000.0,2021.0,27049.0,Nissan,4.0
Toyota Camry,2020,$ 7 500,72548 մղոն,7500.0,2020.0,72548.0,Toyota,5.0
Nissan Murano,2022,$ 5 500,20498 մղոն,5500.0,2022.0,20498.0,Nissan,3.0
Mercedes-Benz CLK 350,2005,$ 7 900,189000 կմ,7900.0,2005.0,189000.0,Mercedes-Benz,20.0
Nissan Patrol,2011,$ 27 000,184000 կմ,27000.0,2011.0,184000.0,Nissan,14.0
Mitsubishi Airtrek,2004,$ 8 150,110000 կմ,8150.0,2004.0,110000.0,Mitsubishi,21.0
Opel Astra,1999,$ 3 600,410000 կմ,3600.0,1999.0,410000.0,Opel,26.0
Toyota Land Cruiser 200,2018,$ 57 000,140000 կմ,57000.0,2018.0,140000.0,Toyota,7.0
Genesis G70,2022,$ 38 000,13000 մղոն,38000.0,2022.0,13000.0,Genesis,3.0
Kia Forte,2021,$ 16 300,9800 մղոն,16300.0,2021.0,9800.0,Kia,4.0
Changan Deepal S09,2025,֏ 21 000 000,1200 կմ,52500.0,2025.0,1200.0,Changan,0.0
Mercedes-Benz GLE 53 AMG Coupe,2022,$ 72 000,67000 մղոն,72000.0,2022.0,67000.0,Mercedes-Benz,3.0
BMW 440,2024,$ 30 000,10374 մղոն,30000.0,2024.0,10374.0,BMW,1.0
Lexus GX 460 Premium,2020,$ 21 000,57007 մղոն,21000.0,2020.0,57007.0,Lexus,5.0
Porsche Taycan,2024,€ 95 000,100 կմ,237.5,2024.0,100.0,Porsche,1.0
Tesla Model Y,2021,$ 12 000,25688 մղոն,12000.0,2021.0,25688.0,Tesla,4.0
BMW X6,2024,$ 74 000,9442 մղոն,74000.0,2024.0,9442.0,BMW,1.0
Audi Q7,2021,$ 34 000,25590 մղոն,34000.0,2021.0,25590.0,Audi,4.0
Hyundai Elantra,2020,$ 3 900,100943 մղոն,3900.0,2020.0,100943.0,Hyundai,5.0
Hyundai Elantra,2020,$ 3 900,56385 մղոն,3900.0,2020.0,56385.0,Hyundai,5.0
Hyundai Elantra,2020,$ 4 000,89015 մղոն,4000.0,2020.0,89015.0,Hyundai,5.0
Hyundai Elantra,2020,$ 3 700,126281 մղոն,3700.0,2020.0,126281.0,Hyundai,5.0
Hyundai Elantra,2020,$ 4 000,39966 մղոն,4000.0,2020.0,39966.0,Hyundai,5.0
Nissan Rogue,2021,$ 5 600,85182 մղոն,5600.0,2021.0,85182.0,Nissan,4.0
Nissan Rogue,2021,$ 5 800,39478 մղոն,5800.0,2021.0,39478.0,Nissan,4.0
Nissan Rogue,2021,$ 6 000,44191 մղոն,6000.0,2021.0,44191.0,Nissan,4.0
Nissan Rogue,2021,$ 6 500,97426 մղոն,6500.0,2021.0,97426.0,Nissan,4.0
Nissan Versa,2020,$ 2 700,52735 մղոն,2700.0,2020.0,52735.0,Nissan,5.0
Nissan Versa,2020,$ 2 500,114779 մղոն,2500.0,2020.0,114779.0,Nissan,5.0
Nissan Versa,2019,$ 1 500,60711 մղոն,1500.0,2019.0,60711.0,Nissan,6.0
Mazda 6,2018,$ 18 000,57000 կմ,18000.0,2018.0,57000.0,Mazda,7.0
Nissan Versa,2019,$ 1 700,105286 մղոն,1700.0,2019.0,105286.0,Nissan,6.0
BMW 320,2010,$ 7 900,298500 կմ,7900.0,2010.0,298500.0,BMW,15.0
Toyota Camry,2022,$ 8 600,37082 մղոն,8600.0,2022.0,37082.0,Toyota,3.0
Hyundai Elantra,2024,$ 7 000,17867 կմ,7000.0,2024.0,17867.0,Hyundai,1.0
GMC Sierra,2026,$ 37 000,206 մղոն,37000.0,2026.0,206.0,GMC,-1.0
Hyundai Santa Fe,2020,$ 10 000,22006 մղոն,10000.0,2020.0,22006.0,Hyundai,5.0
Hyundai Elantra,2020,$ 3 500,47180 մղոն,3500.0,2020.0,47180.0,Hyundai,5.0
Genesis GV70,2024,$ 15 400,31471 մղոն,15400.0,2024.0,31471.0,Genesis,1.0
Genesis GV60,2023,$ 11 000,25167 մղոն,11000.0,2023.0,25167.0,Genesis,2.0
Hyundai Santa Fe,2022,$ 7 500,51389 մղոն,7500.0,2022.0,51389.0,Hyundai,3.0
Genesis GV60,2024,$ 13 800,14300 մղոն,13800.0,2024.0,14300.0,Genesis,1.0
Mercedes-Benz GLC 300,2022,$ 23 000,51204 մղոն,23000.0,2022.0,51204.0,Mercedes-Benz,3.0
Hyundai Santa Fe,2020,$ 7 000,82108 մղոն,7000.0,2020.0,82108.0,Hyundai,5.0
Hyundai Elantra,2024,$ 7 000,20648 մղոն,7000.0,2024.0,20648.0,Hyundai,1.0
Hyundai Santa Fe,2023,$ 9 000,45262 կմ,9000.0,2023.0,45262.0,Hyundai,2.0
Chevrolet Bolt EV,2023,$ 6 500,86156 մղոն,6500.0,2023.0,86156.0,Chevrolet,2.0
Toyota Corolla,2025,$ 10 500,9043 մղոն,10500.0,2025.0,9043.0,Toyota,0.0
Hyundai Elantra,2020,$ 3 000,67621 մղոն,3000.0,2020.0,67621.0,Hyundai,5.0
Hyundai Elantra,2020,$ 3 000,52153 մղոն,3000.0,2020.0,52153.0,Hyundai,5.0
Mercedes-Benz GLC 300,2021,$ 14 500,27658 մղոն,14500.0,2021.0,27658.0,Mercedes-Benz,4.0
Toyota Camry,2022,$ 9 000,51711 մղոն,9000.0,2022.0,51711.0,Toyota,3.0
Toyota Camry,2020,$ 7 400,90088 մղոն,7400.0,2020.0,90088.0,Toyota,5.0
Toyota Camry,2021,$ 8 000,113070 մղոն,8000.0,2021.0,113070.0,Toyota,4.0
Jeep Compass,2019,$ 16 500,70000 մղոն,16500.0,2019.0,70000.0,Jeep,6.0
Toyota Camry,2021,$ 8 200,45289 մղոն,8200.0,2021.0,45289.0,Toyota,4.0
Toyota Camry,2020,$ 7 000,73494 մղոն,7000.0,2020.0,73494.0,Toyota,5.0
Chevrolet Malibu,2020,$ 3 600,117947 մղոն,3600.0,2020.0,117947.0,Chevrolet,5.0
Chevrolet Malibu,2020,$ 3 700,97456 մղոն,3700.0,2020.0,97456.0,Chevrolet,5.0
Kia Rio,2020,$ 3 000,35568 մղոն,3000.0,2020.0,35568.0,Kia,5.0
Chevrolet Malibu,2020,$ 3 500,127684 մղոն,3500.0,2020.0,127684.0,Chevrolet,5.0
Nissan Rogue,2020,$ 6 200,132524 մղոն,6200.0,2020.0,132524.0,Nissan,5.0
Kia Forte,2021,$ 4 700,70719 մղոն,4700.0,2021.0,70719.0,Kia,4.0
Kia Forte,2022,$ 5 000,49895 մղոն,5000.0,2022.0,49895.0,Kia,3.0
Kia Forte,2022,$ 5 000,48203 մղոն,5000.0,2022.0,48203.0,Kia,3.0
Nissan Sentra,2019,$ 1 900,117305 մղոն,1900.0,2019.0,117305.0,Nissan,6.0
Nissan Sentra,2019,$ 1 800,83715 մղոն,1800.0,2019.0,83715.0,Nissan,6.0
Nissan Sentra,2019,$ 1 600,119529 մղոն,1600.0,2019.0,119529.0,Nissan,6.0
Nissan Sentra,2019,$ 1 900,86829 մղոն,1900.0,2019.0,86829.0,Nissan,6.0
Nissan Sentra,2019,$ 2 000,69770 մղոն,2000.0,2019.0,69770.0,Nissan,6.0
Nissan Sentra,2019,$ 2 200,81195 մղոն,2200.0,2019.0,81195.0,Nissan,6.0
Nissan Altima,2022,$ 6 000,91415 մղոն,6000.0,2022.0,91415.0,Nissan,3.0
Nissan Sentra,2019,$ 2 100,125592 մղոն,2100.0,2019.0,125592.0,Nissan,6.0
Toyota Camry,2021,$ 8 000,36584 մղոն,8000.0,2021.0,36584.0,Toyota,4.0
Chevrolet Malibu,2020,$ 3 400,84671 մղոն,3400.0,2020.0,84671.0,Chevrolet,5.0
Chevrolet Malibu,2020,$ 3 400,73595 մղոն,3400.0,2020.0,73595.0,Chevrolet,5.0
Lexus IS 350 F Sport,2021,$ 16 500,57288 մղոն,16500.0,2021.0,57288.0,Lexus,4.0
Kia Seltos,2021,$ 6 000,71216 մղոն,6000.0,2021.0,71216.0,Kia,4.0
Lexus IS 350 F Sport,2020,$ 17 000,45652 մղոն,17000.0,2020.0,45652.0,Lexus,5.0
Kia Seltos,2025,$ 9 000,3057 մղոն,9000.0,2025.0,3057.0,Kia,0.0
Lexus IS 300,2021,$ 15 500,91694 մղոն,15500.0,2021.0,91694.0,Lexus,4.0
Toyota Highlander,2014,$ 28 500,90000 մղոն,28500.0,2014.0,90000.0,Toyota,11.0
Toyota Highlander,2019,$ 37 800,16000 մղոն,37800.0,2019.0,16000.0,Toyota,6.0
Mercedes-Benz C 300,2019,$ 34 300,44500 մղոն,34300.0,2019.0,44500.0,Mercedes-Benz,6.0
Toyota Camry,2019,$ 29 000,68000 մղոն,29000.0,2019.0,68000.0,Toyota,6.0
Renault Logan,2012,֏ 1 100 000,730000 կմ,2750.0,2012.0,730000.0,Renault,13.0
Mercedes-Benz C 300,2019,$ 8 500,69350 մղոն,8500.0,2019.0,69350.0,Mercedes-Benz,6.0
Jeep Wrangler,2019,$ 37 000,90000 կմ,37000.0,2019.0,90000.0,Jeep,6.0
Mercedes-Benz C 300,2019,$ 8 000,80428 մղոն,8000.0,2019.0,80428.0,Mercedes-Benz,6.0
Mercedes-Benz GLS 450,2021,$ 69 000,110000 կմ,69000.0,2021.0,110000.0,Mercedes-Benz,4.0
BMW 330,2021,$ 8 000,54203 մղոն,8000.0,2021.0,54203.0,BMW,4.0
BMW 330,2021,$ 8 000,42302 մղոն,8000.0,2021.0,42302.0,BMW,4.0
BMW 330,2020,$ 8 000,74453 մղոն,8000.0,2020.0,74453.0,BMW,5.0
Toyota Camry,2022,$ 9 500,56063 մղոն,9500.0,2022.0,56063.0,Toyota,3.0
Nissan Versa,2020,$ 2 700,45083 մղոն,2700.0,2020.0,45083.0,Nissan,5.0
Toyota Camry,2023,$ 10 000,24665 մղոն,10000.0,2023.0,24665.0,Toyota,2.0
Nissan Versa,2020,$ 2 700,80105 մղոն,2700.0,2020.0,80105.0,Nissan,5.0
Kia Rio,2023,$ 3 000,54856 մղոն,3000.0,2023.0,54856.0,Kia,2.0
Kia Rio,2023,$ 3 500,29389 մղոն,3500.0,2023.0,29389.0,Kia,2.0
Toyota Camry,2019,$ 9 000,93470 մղոն,9000.0,2019.0,93470.0,Toyota,6.0
Toyota Corolla,2020,$ 5 700,82786 մղոն,5700.0,2020.0,82786.0,Toyota,5.0
Kia Rio,2020,$ 2 300,62338 մղոն,2300.0,2020.0,62338.0,Kia,5.0
Toyota Corolla,2020,$ 5 000,49189 մղոն,5000.0,2020.0,49189.0,Toyota,5.0
Toyota Camry,2019,$ 7 000,57638 մղոն,7000.0,2019.0,57638.0,Toyota,6.0
Toyota Camry,2019,$ 8 000,54373 մղոն,8000.0,2019.0,54373.0,Toyota,6.0
Toyota Camry,2020,$ 6 300,51544 մղոն,6300.0,2020.0,51544.0,Toyota,5.0
Hyundai Elantra,2023,$ 7 000,20588 մղոն,7000.0,2023.0,20588.0,Hyundai,2.0
Hyundai Elantra,2023,$ 7 200,36576 մղոն,7200.0,2023.0,36576.0,Hyundai,2.0
Hyundai Elantra,2019,$ 2 500,86350 մղոն,2500.0,2019.0,86350.0,Hyundai,6.0
Hyundai Elantra,2020,$ 6 500,87283 մղոն,6500.0,2020.0,87283.0,Hyundai,5.0
BMW i4,2023,€ 65 000,8500 կմ,162.5,2023.0,8500.0,BMW,2.0
Mercedes-Benz GLE 53 AMG,2024,$ 80 000,4415 մղոն,80000.0,2024.0,4415.0,Mercedes-Benz,1.0
Lexus RX 350,2023,$ 65 000,8975 կմ,65000.0,2023.0,8975.0,Lexus,2.0
Porsche Taycan,2023,€ 90 000,7150 կմ,225.0,2023.0,7150.0,Porsche,2.0
Porsche Taycan,2023,€ 85 000,9650 կմ,212.5,2023.0,9650.0,Porsche,2.0
Porsche Taycan,2022,€ 90 000,3000 կմ,225.0,2022.0,3000.0,Porsche,3.0
BMW X6,2021,$ 63 000,83901 մղոն,63000.0,2021.0,83901.0,BMW,4.0
Mercedes-Benz EQE,2024,$ 80 000,2055 մղոն,80000.0,2024.0,2055.0,Mercedes-Benz,1.0
Mercedes-Benz GLC 300,2020,$ 18 500,111869 մղոն,18500.0,2020.0,111869.0,Mercedes-Benz,5.0
Mercedes-Benz GLC 300,2019,$ 14 900,135503 մղոն,14900.0,2019.0,135503.0,Mercedes-Benz,6.0
Mercedes-Benz C 300,2023,$ 38 000,7407 մղոն,38000.0,2023.0,7407.0,Mercedes-Benz,2.0
Jeep Wagoner,2022,$ 33 500,59643 մղոն,33500.0,2022.0,59643.0,Jeep,3.0
Lexus RX 350,2022,$ 64 000,50 կմ,64000.0,2022.0,50.0,Lexus,3.0
Chevrolet Camaro,2023,$ 26 500,20724 մղոն,26500.0,2023.0,20724.0,Chevrolet,2.0
Chevrolet Cruze,2019,$ 2 000,170832 մղոն,2000.0,2019.0,170832.0,Chevrolet,6.0
Chevrolet Volt,2015,$ 4 300,106514 մղոն,4300.0,2015.0,106514.0,Chevrolet,10.0
Tesla Model 3,2021,$ 17 700,1585 մղոն,17700.0,2021.0,1585.0,Tesla,4.0
Tesla Model 3,2022,$ 17 700,59815 մղոն,17700.0,2022.0,59815.0,Tesla,3.0
Tesla Model S,2013,$ 5 100,103087 մղոն,5100.0,2013.0,103087.0,Tesla,12.0
Mercedes-Benz EQB,2023,€ 46 500,15000 կմ,116.25,2023.0,15000.0,Mercedes-Benz,2.0
Nissan Ariya,2024,$ 12 800,16397 մղոն,12800.0,2024.0,16397.0,Nissan,1.0
GAZ 24,1990,$ 3 700,107000 կմ,3700.0,1990.0,107000.0,GAZ,35.0
Chevrolet Volt,2017,$ 2 900,66339 մղոն,2900.0,2017.0,66339.0,Chevrolet,8.0
Nissan Leaf,2025,$ 5 000,4655 մղոն,5000.0,2025.0,4655.0,Nissan,0.0
Nissan Leaf,2022,$ 5 500,36414 մղոն,5500.0,2022.0,36414.0,Nissan,3.0
Nissan Ariya,2023,$ 9 800,25054 մղոն,9800.0,2023.0,25054.0,Nissan,2.0
Chevrolet Volt,2017,$ 3 000,92194 մղոն,3000.0,2017.0,92194.0,Chevrolet,8.0
Nissan Ariya,2023,$ 11 000,25054 կմ,11000.0,2023.0,25054.0,Nissan,2.0
Chevrolet Volt,2012,$ 2 300,162750 մղոն,2300.0,2012.0,162750.0,Chevrolet,13.0
BMW 330,2017,$ 16 500,102000 մղոն,16500.0,2017.0,102000.0,BMW,8.0
Nissan Leaf,2023,$ 6 400,23521 մղոն,6400.0,2023.0,23521.0,Nissan,2.0
Chevrolet Volt,2014,$ 2 700,51415 մղոն,2700.0,2014.0,51415.0,Chevrolet,11.0
Chevrolet Volt,2013,$ 2 500,109469 մղոն,2500.0,2013.0,109469.0,Chevrolet,12.0
Kia Optima,2020,$ 2 700,51115 մղոն,2700.0,2020.0,51115.0,Kia,5.0
Audi Q7,2022,$ 23 500,35744 մղոն,23500.0,2022.0,35744.0,Audi,3.0
Mercedes-Benz EQE SUV AMG,2023,€ 110 000,1000 կմ,275.0,2023.0,1000.0,Mercedes-Benz,2.0
Nissan Rogue,2025,$ 15 500,6194 կմ,15500.0,2025.0,6194.0,Nissan,0.0
Ford F150,2022,$ 37 500,35709 մղոն,37500.0,2022.0,35709.0,Ford,3.0
Nissan Rogue,2022,$ 6 500,33596 մղոն,6500.0,2022.0,33596.0,Nissan,3.0
Hyundai Elantra,2022,$ 6 500,59992 մղոն,6500.0,2022.0,59992.0,Hyundai,3.0
Nissan Rogue,2023,$ 6 500,27845 մղոն,6500.0,2023.0,27845.0,Nissan,2.0
Nissan Rogue,2023,$ 6 300,49076 մղոն,6300.0,2023.0,49076.0,Nissan,2.0
Nissan Sentra,2020,$ 3 500,52800 մղոն,3500.0,2020.0,52800.0,Nissan,5.0
Nissan Rogue,2022,$ 6 000,37248 մղոն,6000.0,2022.0,37248.0,Nissan,3.0
Nissan Sentra,2022,$ 4 000,46240 մղոն,4000.0,2022.0,46240.0,Nissan,3.0
Nissan Sentra,2019,$ 2 000,68122 մղոն,2000.0,2019.0,68122.0,Nissan,6.0
Nissan Sentra,2022,$ 3 700,84786 մղոն,3700.0,2022.0,84786.0,Nissan,3.0
Nissan Sentra,2019,$ 2 200,97283 մղոն,2200.0,2019.0,97283.0,Nissan,6.0
Kia Forte,2024,$ 6 000,11769 մղոն,6000.0,2024.0,11769.0,Kia,1.0
Kia Forte,2019,$ 3 500,74421 մղոն,3500.0,2019.0,74421.0,Kia,6.0
Kia Forte,2024,$ 6 000,37228 մղոն,6000.0,2024.0,37228.0,Kia,1.0
Kia Forte,2020,$ 3 500,85006 մղոն,3500.0,2020.0,85006.0,Kia,5.0
Audi A7,2021,$ 20 000,40914 մղոն,20000.0,2021.0,40914.0,Audi,4.0
Jeep Compass,2022,$ 6 000,36195 մղոն,6000.0,2022.0,36195.0,Jeep,3.0
Jeep Compass,2024,$ 8 000,17630 մղոն,8000.0,2024.0,17630.0,Jeep,1.0
Nissan Sentra,2023,$ 5 000,39027 մղոն,5000.0,2023.0,39027.0,Nissan,2.0
Volkswagen Jetta,2021,$ 6 000,24091 մղոն,6000.0,2021.0,24091.0,Volkswagen,4.0
Chevrolet Malibu,2021,$ 4 000,133415 մղոն,4000.0,2021.0,133415.0,Chevrolet,4.0
Kia Forte,2020,$ 4 200,45152 մղոն,4200.0,2020.0,45152.0,Kia,5.0
Hyundai Elantra,2020,$ 4 100,67676 մղոն,4100.0,2020.0,67676.0,Hyundai,5.0
Hyundai Sonata,2024,$ 11 000,8637 մղոն,11000.0,2024.0,8637.0,Hyundai,1.0
Jeep Grand Cherokee,2020,$ 10 000,40842 մղոն,10000.0,2020.0,40842.0,Jeep,5.0
Zeekr 001,2024,$ 40 000,80000 կմ,40000.0,2024.0,80000.0,Zeekr,1.0
Dodge Journey,2020,$ 2 700,24788 մղոն,2700.0,2020.0,24788.0,Dodge,5.0
Dodge Journey,2020,$ 2 500,85110 մղոն,2500.0,2020.0,85110.0,Dodge,5.0
Chevrolet Malibu,2020,$ 3 500,75836 մղոն,3500.0,2020.0,75836.0,Chevrolet,5.0
Honda Fit,2019,$ 2 800,78200 կմ,2800.0,2019.0,78200.0,Honda,6.0
Mercedes-Benz S 550,2007,$ 14 500,201000 կմ,14500.0,2007.0,201000.0,Mercedes-Benz,18.0
Nissan Altima,2013,$ 8 500,175000 մղոն,8500.0,2013.0,175000.0,Nissan,12.0
Mazda CX 30,2020,$ 19 800,50000 կմ,19800.0,2020.0,50000.0,Mazda,5.0
Chevrolet Traverse,2022,$ 21 800,100000 մղոն,21800.0,2022.0,100000.0,Chevrolet,3.0
Hyundai Kona,2019,$ 14 200,89000 մղոն,14200.0,2019.0,89000.0,Hyundai,6.0
Honda e:NS1,2023,$ 18 500,67000 կմ,18500.0,2023.0,67000.0,Honda,2.0
Mercedes-Benz G 500,2001,₽ 11 514 084,32278 կմ,28785.21,2001.0,32278.0,Mercedes-Benz,24.0
Mercedes-Benz E 350,2012,$ 500,148383 կմ,500.0,2012.0,148383.0,Mercedes-Benz,13.0
Toyota Vitz,2002,$ 4 200,217000 կմ,4200.0,2002.0,217000.0,Toyota,23.0
Kia Optima,2015,$ 9 500,74000 մղոն,9500.0,2015.0,74000.0,Kia,10.0
Kia Carnival,2021,$ 45 600,178000 կմ,45600.0,2021.0,178000.0,Kia,4.0
Hyundai Kona,2021,$ 5 400,7139 կմ,5400.0,2021.0,7139.0,Hyundai,4.0
Changan Deepal S09,2025,֏ 21 000 000,1200 կմ,52500.0,2025.0,1200.0,Changan,0.0
Toyota Highlander,2021,$ 20 500,10395 կմ,20500.0,2021.0,10395.0,Toyota,4.0
Honda Accord,2020,$ 8 100,8216 կմ,8100.0,2020.0,8216.0,Honda,5.0
